Time(ms), Pos X, Pos Y, Pos Z
1425398534897597855, 1.8250980410342006, -0.9002814044144594, 0.8241420453421315
1425398534907702521, 1.8250980410342006, -0.9002814044144594, 0.8241420453421315
1425398534917765493, 1.7905925532685472, -0.8476916762724082, 0.8142505187710902
1425398534927826656, 1.7905925532685472, -0.8476916762724082, 0.8142505187710902
1425398534937895721, 1.7905925532685472, -0.8476916762724082, 0.8142505187710902
1425398534947965796, 1.7905925532685472, -0.8476916762724082, 0.8142505187710902
1425398534958025310, 1.7753801728421768, -0.8025664056326816, 0.822430492446082
1425398534968136581, 1.7753801728421768, -0.8025664056326816, 0.822430492446082
1425398534978197714, 1.7753801728421768, -0.8025664056326816, 0.822430492446082
1425398534988259676, 1.7753801728421768, -0.8025664056326816, 0.822430492446082
1425398534998332281, 1.7601618195729343, -0.7528175600100062, 0.836939180931954
1425398535008421043, 1.7601618195729343, -0.7528175600100062, 0.836939180931954
1425398535018561522, 1.7601618195729343, -0.7528175600100062, 0.836939180931954
1425398535028790647, 1.7601618195729343, -0.7528175600100062, 0.836939180931954
1425398535038865022, 1.7478836140223681, -0.6936655321827389, 0.8555372930132688
1425398535048964014, 1.7478836140223681, -0.6936655321827389, 0.8555372930132688
1425398535059028104, 1.7478836140223681, -0.6936655321827389, 0.8555372930132688
1425398535069087623, 1.73409649028806, -0.6454857193142346, 0.8758728297087307
1425398535079144953, 1.73409649028806, -0.6454857193142346, 0.8758728297087307
1425398535099298752, 1.73409649028806, -0.6454857193142346, 0.8758728297087307
1425398535099298752, 1.73409649028806, -0.6454857193142346, 0.8758728297087307
1425398535109364418, 1.73409649028806, -0.6454857193142346, 0.8758728297087307
1425398535119431107, 1.7212629853641315, -0.5994464280943615, 0.896805926408998
1425398535129493348, 1.7212629853641315, -0.5994464280943615, 0.896805926408998
1425398535139563889, 1.7212629853641315, -0.5994464280943615, 0.896805926408998
1425398535149626524, 1.7212629853641315, -0.5994464280943615, 0.896805926408998
1425398535159700557, 1.708346845592392, -0.5554191724463978, 0.9160034995875177
1425398535169808537, 1.708346845592392, -0.5554191724463978, 0.9160034995875177
1425398535179871007, 1.708346845592392, -0.5554191724463978, 0.9160034995875177
1425398535189934008, 1.708346845592392, -0.5554191724463978, 0.9160034995875177
1425398535200072268, 1.6953100728334667, -0.5167712684705301, 0.9299056076789582
1425398535210138249, 1.6953100728334667, -0.5167712684705301, 0.9299056076789582
1425398535221151495, 1.6953100728334667, -0.5167712684705301, 0.9299056076789582
1425398535221151495, 1.6953100728334667, -0.5167712684705301, 0.9299056076789582
1425398535231223225, 1.6953100728334667, -0.5167712684705301, 0.9299056076789582
1425398535241287148, 1.6824515593049225, -0.4810109281684508, 0.9401436615444233
1425398535251349272, 1.6824515593049225, -0.4810109281684508, 0.9401436615444233
1425398535261412769, 1.6824515593049225, -0.4810109281684508, 0.9401436615444233
1425398535275518009, 1.671472446819758, -0.4531772128466112, 0.9443756519995414
1425398535285587733, 1.671472446819758, -0.4531772128466112, 0.9443756519995414
1425398535295597525, 1.671472446819758, -0.4531772128466112, 0.9443756519995414
1425398535305666786, 1.671472446819758, -0.4531772128466112, 0.9443756519995414
1425398535315769035, 1.6608923677979759, -0.4287475744546338, 0.9441734574343649
1425398535325896793, 1.6608923677979759, -0.4287475744546338, 0.9441734574343649
1425398535335955744, 1.6608923677979759, -0.4287475744546338, 0.9441734574343649
1425398535345974979, 1.6608923677979759, -0.4287475744546338, 0.9441734574343649
1425398535356032410, 1.6527758327081268, -0.41031101874696907, 0.9392858144262729
1425398535366211212, 1.652314619926622, -0.40926338265038764, 0.9390080797276843
1425398535376278825, 1.652314619926622, -0.40926338265038764, 0.9390080797276843
1425398535386353291, 1.652314619926622, -0.40926338265038764, 0.9390080797276843
1425398535396866676, 1.6459355313407344, -0.39623846001488194, 0.9286925438313037
1425398535406937932, 1.6459355313407344, -0.39623846001488194, 0.9286925438313037
1425398535417003155, 1.6459355313407344, -0.39623846001488194, 0.9286925438313037
1425398535427353110, 1.6459355313407344, -0.39623846001488194, 0.9286925438313037
1425398535437411828, 1.6417377425576278, -0.3883819918963987, 0.914109707740546
1425398535447464993, 1.6417377425576278, -0.3883819918963987, 0.914109707740546
1425398535457536641, 1.6417377425576278, -0.3883819918963987, 0.914109707740546
1425398535467607914, 1.6417377425576278, -0.3883819918963987, 0.914109707740546
1425398535477648645, 1.6404147243633482, -0.38495729691873976, 0.897574846261679
1425398535487719493, 1.6404147243633482, -0.38495729691873976, 0.897574846261679
1425398535497800752, 1.6404147243633482, -0.38495729691873976, 0.897574846261679
1425398535507869869, 1.6404147243633482, -0.38495729691873976, 0.897574846261679
1425398535517932275, 1.641431781957322, -0.385324879017467, 0.8795615404755781
1425398535527992486, 1.641431781957322, -0.385324879017467, 0.8795615404755781
1425398535538062907, 1.641431781957322, -0.385324879017467, 0.8795615404755781
1425398535548124019, 1.641431781957322, -0.385324879017467, 0.8795615404755781
1425398535558187037, 1.6442210104347945, -0.38921600359267616, 0.8644626607500804
1425398535568250091, 1.6442210104347945, -0.38921600359267616, 0.8644626607500804
1425398535578322721, 1.6442210104347945, -0.38921600359267616, 0.8644626607500804
1425398535588392817, 1.6492885534695199, -0.3958470517646733, 0.8543506303805062
1425398535598725892, 1.6492885534695199, -0.3958470517646733, 0.8543506303805062
1425398535608799489, 1.6492885534695199, -0.3958470517646733, 0.8543506303805062
1425398535618868420, 1.6492885534695199, -0.3958470517646733, 0.8543506303805062
1425398535628934329, 1.6492885534695199, -0.3958470517646733, 0.8543506303805062
1425398535639009853, 1.6538275933542228, -0.397476965488248, 0.8523943700439448
1425398535649873402, 1.6538275933542228, -0.397476965488248, 0.8523943700439448
1425398535659938849, 1.6538275933542228, -0.397476965488248, 0.8523943700439448
1425398535670009772, 1.6608197187304163, -0.4006847513504188, 0.8519981578177442
1425398535680079700, 1.6608197187304163, -0.4006847513504188, 0.8519981578177442
1425398535690156504, 1.6608197187304163, -0.4006847513504188, 0.8519981578177442
1425398535700344332, 1.6608197187304163, -0.4006847513504188, 0.8519981578177442
1425398535710408454, 1.6608197187304163, -0.4006847513504188, 0.8519981578177442
1425398535720750362, 1.6657758502590252, -0.3953296968804157, 0.8564775487347075
1425398535730801342, 1.6657758502590252, -0.3953296968804157, 0.8564775487347075
1425398535730801342, 1.6657758502590252, -0.3953296968804157, 0.8564775487347075
1425398535740868861, 1.6657758502590252, -0.3953296968804157, 0.8564775487347075
1425398535750977643, 1.6657758502590252, -0.3953296968804157, 0.8564775487347075
1425398535761081205, 1.6663547062503599, -0.3824976003989976, 0.8627471715320816
1425398535771248354, 1.6663547062503599, -0.3824976003989976, 0.8627471715320816
1425398535781305097, 1.6663547062503599, -0.3824976003989976, 0.8627471715320816
1425398535791370794, 1.6663547062503599, -0.3824976003989976, 0.8627471715320816
1425398535801442895, 1.6635615568079485, -0.36623190308589376, 0.8688011283643763
1425398535811513321, 1.6635615568079485, -0.36623190308589376, 0.8688011283643763
1425398535821658006, 1.6635615568079485, -0.36623190308589376, 0.8688011283643763
1425398535831739956, 1.6562768406706985, -0.3494923209121034, 0.8737743817229543
1425398535841833643, 1.6562768406706985, -0.3494923209121034, 0.8737743817229543
1425398535851889853, 1.6562768406706985, -0.3494923209121034, 0.8737743817229543
1425398535861957787, 1.6562768406706985, -0.3494923209121034, 0.8737743817229543
1425398535872044686, 1.6435814160407065, -0.32860092877541613, 0.8793789296988279
1425398535882124703, 1.6435814160407065, -0.32860092877541613, 0.8793789296988279
1425398535892228563, 1.6435814160407065, -0.32860092877541613, 0.8793789296988279
1425398535902290866, 1.6435814160407065, -0.32860092877541613, 0.8793789296988279
1425398535912361761, 1.6290821762786387, -0.30707997807222953, 0.8850528564984306
1425398535922570238, 1.6290821762786387, -0.30707997807222953, 0.8850528564984306
1425398535932635910, 1.6290821762786387, -0.30707997807222953, 0.8850528564984306
1425398535942702619, 1.6290821762786387, -0.30707997807222953, 0.8850528564984306
1425398535952807977, 1.6124984585899396, -0.28252550090244466, 0.8908154921343782
1425398535962878713, 1.6124984585899396, -0.28252550090244466, 0.8908154921343782
1425398535972928431, 1.6124984585899396, -0.28252550090244466, 0.8908154921343782
1425398535983001982, 1.6124984585899396, -0.28252550090244466, 0.8908154921343782
1425398535993075408, 1.5955400501259789, -0.25975577844767667, 0.8944689906108823
1425398536003135998, 1.5955400501259789, -0.25975577844767667, 0.8944689906108823
1425398536013155288, 1.5955400501259789, -0.25975577844767667, 0.8944689906108823
1425398536023327494, 1.5955400501259789, -0.25975577844767667, 0.8944689906108823
1425398536033395904, 1.576683555225256, -0.23614350462123287, 0.8970583426615747
1425398536043459260, 1.576683555225256, -0.23614350462123287, 0.8970583426615747
1425398536053523279, 1.576683555225256, -0.23614350462123287, 0.8970583426615747
1425398536063605453, 1.576683555225256, -0.23614350462123287, 0.8970583426615747
1425398536074905556, 1.5583904090104654, -0.21411361555773442, 0.8979008136731718
1425398536084971326, 1.5583904090104654, -0.21411361555773442, 0.8979008136731718
1425398536095033948, 1.5583904090104654, -0.21411361555773442, 0.8979008136731718
1425398536105099221, 1.5583904090104654, -0.21411361555773442, 0.8979008136731718
1425398536115170280, 1.5389563552465346, -0.19442039350452256, 0.8957715731864757
1425398536125276381, 1.5389563552465346, -0.19442039350452256, 0.8957715731864757
1425398536135336601, 1.5389563552465346, -0.19442039350452256, 0.8957715731864757
1425398536148857359, 1.5389563552465346, -0.19442039350452256, 0.8957715731864757
1425398536158924259, 1.5167129078654082, -0.17736469894787246, 0.8903235209228146
1425398536169128092, 1.5167129078654082, -0.17736469894787246, 0.8903235209228146
1425398536179187989, 1.5167129078654082, -0.17736469894787246, 0.8903235209228146
1425398536189249901, 1.5167129078654082, -0.17736469894787246, 0.8903235209228146
1425398536199351358, 1.492474300643565, -0.16399566728563186, 0.8821478800570207
1425398536209413216, 1.492474300643565, -0.16399566728563186, 0.8821478800570207
1425398536219475007, 1.492474300643565, -0.16399566728563186, 0.8821478800570207
1425398536229539911, 1.468111477618086, -0.1529344483007413, 0.8721218053335645
1425398536239599222, 1.468111477618086, -0.1529344483007413, 0.8721218053335645
1425398536249634793, 1.468111477618086, -0.1529344483007413, 0.8721218053335645
1425398536259670400, 1.468111477618086, -0.1529344483007413, 0.8721218053335645
1425398536269739025, 1.4434317469242566, -0.14219011645079319, 0.862512093588798
1425398536279803177, 1.4434317469242566, -0.14219011645079319, 0.862512093588798
1425398536289878867, 1.4434317469242566, -0.14219011645079319, 0.862512093588798
1425398536299955041, 1.4434317469242566, -0.14219011645079319, 0.862512093588798
1425398536310034202, 1.4184958007274406, -0.13294137424836322, 0.8551650294662193
1425398536320218297, 1.4184958007274406, -0.13294137424836322, 0.8551650294662193
1425398536330282934, 1.4184958007274406, -0.13294137424836322, 0.8551650294662193
1425398536340344902, 1.4184958007274406, -0.13294137424836322, 0.8551650294662193
1425398536350481315, 1.39476952975411, -0.12353876609221298, 0.8514740188983991
1425398536360550862, 1.39476952975411, -0.12353876609221298, 0.8514740188983991
1425398536370703580, 1.39476952975411, -0.12353876609221298, 0.8514740188983991
1425398536380767526, 1.39476952975411, -0.12353876609221298, 0.8514740188983991
1425398536380767526, 1.39476952975411, -0.12353876609221298, 0.8514740188983991
1425398536390826808, 1.39476952975411, -0.12353876609221298, 0.8514740188983991
1425398536400994815, 1.3707270477408835, -0.1141630126375045, 0.8503004876094234
1425398536411083196, 1.3707270477408835, -0.1141630126375045, 0.8503004876094234
1425398536421242475, 1.3707270477408835, -0.1141630126375045, 0.8503004876094234
1425398536431329026, 1.3468134466276953, -0.1038531208933561, 0.8517089011314599
1425398536441399114, 1.3468134466276953, -0.1038531208933561, 0.8517089011314599
1425398536451458359, 1.3468134466276953, -0.1038531208933561, 0.8517089011314599
1425398536461662042, 1.3468134466276953, -0.1038531208933561, 0.8517089011314599
1425398536471721052, 1.3220168837761985, -0.09233374090692914, 0.854758780876603
1425398536481793015, 1.3220168837761985, -0.09233374090692914, 0.854758780876603
1425398536491811710, 1.3220168837761985, -0.09233374090692914, 0.854758780876603
1425398536501870914, 1.3220168837761985, -0.09233374090692914, 0.854758780876603
1425398536511938424, 1.3220168837761985, -0.09233374090692914, 0.854758780876603
1425398536522167950, 1.2963775178206631, -0.07884697048892868, 0.8587188400540063
1425398536532232156, 1.2963775178206631, -0.07884697048892868, 0.8587188400540063
1425398536544311569, 1.2963775178206631, -0.07884697048892868, 0.8587188400540063
1425398536554386030, 1.2745750558760272, -0.06800087336368857, 0.8623829739853257
1425398536564475307, 1.2708642581526308, -0.06615485833005248, 0.8630066127232392
1425398536574820827, 1.2708642581526308, -0.06615485833005248, 0.8630066127232392
1425398536584886027, 1.2708642581526308, -0.06615485833005248, 0.8630066127232392
1425398536595076066, 1.245447469109592, -0.053619858147648206, 0.8682618250964828
1425398536606278723, 1.245447469109592, -0.053619858147648206, 0.8682618250964828
1425398536616374032, 1.245447469109592, -0.053619858147648206, 0.8682618250964828
1425398536626464507, 1.233817925984497, -0.04786657364261046, 0.8707438694697156
1425398536636530921, 1.2217189144909344, -0.04143146156840144, 0.873666731388475
1425398536646556330, 1.2217189144909344, -0.04143146156840144, 0.873666731388475
1425398536656625915, 1.2099832650156588, -0.03534190783204265, 0.8762775813829279
1425398536666693248, 1.2099832650156588, -0.03534190783204265, 0.8762775813829279
1425398536676768392, 1.195996065676461, -0.02762609002053944, 0.8795186930196166
1425398536686849791, 1.1952874328364664, -0.02723518389587141, 0.8796828973101359
1425398536696925850, 1.1905301306309617, -0.02457637334929473, 0.8808014986380525
1425398536706990786, 1.1905301306309617, -0.02457637334929473, 0.8808014986380525
1425398536717100036, 1.1772855271509624, -0.01600839012025007, 0.8839490634328722
1425398536727161139, 1.1772855271509624, -0.01600839012025007, 0.8839490634328722
1425398536737222839, 1.1683856228185452, -0.010157977511854063, 0.8853894986349602
1425398536747347686, 1.1683856228185452, -0.010157977511854063, 0.8853894986349602
1425398536757409232, 1.1683856228185452, -0.010157977511854063, 0.8853894986349602
1425398536767517675, 1.1683856228185452, -0.010157977511854063, 0.8853894986349602
1425398536777581238, 1.1573348350097508, -0.000914742699899783, 0.8869564011510478
1425398536787632663, 1.1573348350097508, -0.000914742699899783, 0.8869564011510478
1425398536797680952, 1.1573348350097508, -0.000914742699899783, 0.8869564011510478
1425398536807744793, 1.1573348350097508, -0.000914742699899783, 0.8869564011510478
1425398536817814653, 1.1452562412395073, 0.009700585527673874, 0.8864786105247188
1425398536827895925, 1.1452562412395073, 0.009700585527673874, 0.8864786105247188
